9.64375E-20,3.125,6.25,9.375,12.5,15.625,18.75,21.875,25,28.125,31.25,34.375,37.5,40.625,43.7501,46.8754,50.0019,53.1335,56.2849,59.5054,62.9419,66.9835,72.5378,81.4536,96.9685,123.822,167.461,231.886,316.417,412.819,505.039,573.047,600
9.18417E-20,2.4114,4.84594,7.3153,9.82442,12.3733,14.9593,17.5787,20.2285,22.9073,25.616,28.3587,31.1437,33.984,36.8997,39.9201,43.0891,46.4745,50.1849,54.4049,59.4591,65.9225,74.7858,87.646,106.82,135.187,175.523,229.269,295.055,367.886,440.262,506.599,573.047
7.93273E-20,1.72647,3.49488,5.32885,7.23875,9.22524,11.2835,13.4066,15.5888,17.8273,20.124,22.4866,24.9307,27.4809,30.1745,33.0654,36.2315,39.7862,43.8981,48.8225,54.9504,62.8776,73.4861,88.0056,107.989,135.112,170.716,215.146,267.152,323.846,381.865,440.236,505.039
6.21432E-20,1.08692,2.2305,3.46481,4.80561,6.25478,7.80603,9.45011,11.1789,12.9883,14.8808,16.8673,18.9689,21.2194,23.6692,26.3895,29.4807,33.0827,37.3923,42.6859,49.3513,57.9226,69.1093,83.7944,102.966,127.544,158.085,194.435,235.488,279.29,323.727,367.787,412.819
4.41523E-20,0.501851,1.07146,1.75138,2.56213,3.5071,4.57929,5.76764,7.06215,8.45774,9.95709,11.573,13.3305,15.2697,17.4491,19.9505,22.8852,26.4036,30.7065,36.0604,42.8131,51.4063,62.3756,76.3217,93.8361,115.365,141.019,170.374,202.338,235.191,266.796,294.824,316.417
2.84512E-20,-0.0256885,0.0245077,0.19956,0.523919,1.00247,1.6279,2.38787,3.27094,4.27098,5.39047,6.64311,8.05612,9.67281,11.5557,13.7904,16.4909,19.8056,23.9249,29.0884,35.5902,43.7776,54.0365,66.7551,82.2551,100.689,121.907,145.325,169.815,193.645,214.422,228.842,231.886
1.66279E-20,-0.496718,-0.911813,-1.19165,-1.3088,-1.25712,-1.04404,-0.682841,-0.186199,0.438685,1.19367,2.09238,3.16252,4.44813,6.01218,7.93952,10.3404,13.3542,17.1531,21.9439,27.9664,35.4853,44.7695,56.0559,69.491,85.0515,102.448,121.02,139.64,156.607,169.495,174.835,167.461
8.81378E-21,-0.914631,-1.74374,-2.43048,-2.9453,-3.28118,-3.44566,-3.45279,-3.3164,-3.04484,-2.6373,-2.08105,-1.34923,-0.398978,0.830588,2.42038,4.4734,7.11649,10.5011,14.8017,20.2109,26.9273,35.1351,44.9705,56.4745,69.5311,83.7945,98.6087,112.924,125.199,133.277,134.179,123.822
4.23717E-21,-1.2839,-2.47976,-3.52865,-4.39968,-5.08529,-5.59324,-5.93837,-6.13559,-6.19458,-6.11591,-5.88834,-5.48686,-4.87106,-3.98371,-2.74958,-1.07446,1.1551,4.07078,7.81915,12.5549,18.4285,25.567,34.0461,43.8518,54.8341,66.6522,78.7156,90.1228,99.5997,105.437,105.443,96.9685
1.84747E-21,-1.60923,-3.12891,-4.49888,-5.68754,-6.68714,-7.50582,-8.15924,-8.66347,-9.02958,-9.2598,-9.34483,-9.26209,-8.97435,-8.42882,-7.55655,-6.27225,-4.47493,-2.0499,1.1272,5.18324,10.2363,16.3792,23.6565,32.0356,41.3715,51.3683,61.5385,71.1664,79.2812,84.6547,85.8585,81.4536
7.30579E-22,-1.89501,-3.69969,-5.35332,-6.82398,-8.1041,-9.20231,-10.1352,-10.92,-11.5694,-12.0873,-12.4666,-12.6874,-12.7161,-12.5044,-11.9895,-11.0943,-9.72836,-7.79043,-5.17251,-1.76639,2.52661,7.78209,14.0348,21.2567,29.332,38.03,46.98,55.6529,63.3589,69.2784,72.5593,72.5378
2.62027E-22,-2.14511,-4.19963,-6.10268,-7.82247,-9.35174,-10.6998,-11.8843,-12.9236,-13.8319,-14.6151,-15.2683,-15.7745,-16.1033,-16.2109,-16.0401,-15.5205,-14.5702,-13.0978,-11.0065,-8.199,-4.58631,-0.0978084,5.30508,11.6128,18.7498,26.5566,34.774,43.0363,50.8789,57.7775,63.2402,66.9835
8.5234E-23,-2.36273,-4.63496,-6.75598,-8.69432,-10.4433,-12.0129,-13.4219,-14.6899,-15.8326,-16.8577,-17.7627,-18.533,-19.1417,-19.5489,-19.7018,-19.5358,-18.9751,-17.9352,-16.3257,-14.0552,-11.0369,-7.19739,-2.48651,3.11109,9.56293,16.7762,24.5878,32.7605,40.9919,48.9453,56.3153,62.9419
2.5146E-23,-2.55041,-5.01065,-7.32037,-9.44859,-11.3893,-13.1533,-14.7603,-16.2314,-17.5836,-18.8265,-19.9595,-20.9708,-21.836,-22.5188,-22.9702,-23.1297,-22.9261,-22.2789,-21.1013,-19.303,-16.7957,-13.4984,-9.34573,-4.29607,1.65838,8.48208,16.0879,24.3326,33.0208,41.9214,50.805,59.5054
6.7284E-24,-2.71009,-5.33046,-7.80128,-10.0921,-12.1977,-14.1298,-15.9089,-17.5575,-19.094,-20.5297,-21.8659,-23.093,-24.1892,-25.1208,-25.842,-26.2954,-26.4127,-26.1158,-25.3188,-23.9306,-21.8582,-19.0115,-15.309,-10.6846,-5.09577,1.46803,8.97643,17.351,26.4619,36.1305,46.1443,56.2849
1.63284E-24,-2.84311,-5.59703,-8.20251,-10.6298,-12.8742,-14.9485,-16.8741,-18.6746,-20.37,-21.9728,-23.4863,-24.9026,-26.2024,-27.3542,-28.3145,-29.0283,-29.429,-29.4396,-28.974,-27.9386,-26.2351,-23.7636,-20.4277,-16.1401,-10.8299,-4.45148,3.00558,11.5054,20.9558,31.2004,42.0181,53.1335
3.59389E-25,-2.95028,-5.81195,-8.52633,-11.0643,-13.422,-15.6129,-17.6595,-19.5863,-21.4145,-23.1582,-24.8221,-26.4003,-27.8752,-29.2172,-30.3848,-31.3246,-31.9712,-32.2481,-32.0681,-31.3347,-29.9442,-27.7878,-24.7564,-20.7451,-15.6611,-9.4327,-2.0213,6.56436,16.2526,26.8939,38.2512,50.0019
7.17421E-26,-3.03194,-5.97583,-8.77364,-11.3969,-13.8423,-16.1242,-18.2659,-20.293,-22.2277,-24.0855,-25.8724,-27.5841,-29.2046,-30.7061,-32.0487,-33.1802,-34.0363,-34.5403,-34.6041,-34.1286,-33.0049,-31.1172,-28.3458,-24.5723,-19.6873,-13.6005,-6.25425,2.35975,12.1807,23.0592,34.743,46.8754
1.29889E-26,-3.08791,-6.08836,-8.94389,-11.6266,-14.134,-16.481,-18.6917,-20.7926,-22.807,-24.7513,-26.6331,-28.4493,-30.1854,-31.8152,-33.3002,-34.5896,-35.6197,-36.3142,-36.5841,-36.3281,-35.4338,-33.7795,-31.2377,-27.6801,-22.9853,-17.0499,-9.80349,-1.22721,8.62401,19.5992,31.4343,43.7501
2.13284E-27,-3.11755,-6.14825,-9.0352,-11.7511,-14.2941,-16.6796,-18.9326,-21.0802,-23.1466,-25.1494,-27.0971,-28.988,-30.8091,-32.5356,-34.1306,-35.5443,-36.7143,-37.5648,-38.0065,-37.9369,-37.2413,-35.7942,-33.4625,-30.1112,-25.6106,-19.8485,-12.746,-4.27744,5.50596,16.4519,28.2892,40.625
3.17638E-28,-3.11969,-6.15316,-9.04413,-11.7659,-14.3171,-16.7138,-18.9814,-21.1478,-23.2379,-25.2701,-27.2541,-29.1893,-31.0642,-32.8554,-34.5275,-36.0325,-37.3092,-38.2829,-38.8648,-38.9526,-38.4304,-37.1708,-35.0378,-31.8919,-27.5986,-22.04,-15.1314,-6.84251,2.77847,13.5795,25.2863,37.5
4.29037E-29,-3.09259,-6.09969,-8.96568,-11.6645,-14.1952,-16.5745,-18.8281,-20.9844,-23.0688,-25.1006,-27.0904,-29.0387,-30.9354,-32.7587,-34.4751,-36.0382,-37.3888,-38.454,-39.1467,-39.3654,-38.9951,-37.9082,-35.9678,-33.033,-28.9663,-23.6469,-16.9864,-8.95072,0.414989,10.961,22.414,34.375
5.25589E-30,-3.03389,-5.98319,-8.79312,-11.4383,-13.9182,-16.2499,-18.4595,-20.5756,-22.6241,-24.6247,-26.5888,-28.5182,-30.404,-32.2263,-33.9533,-35.5412,-36.9331,-38.0586,-38.8333,-39.1582,-38.9205,-37.9945,-36.2447,-33.5303,-29.714,-24.6735,-18.3185,-10.6117,-1.59432,8.58827,19.6677,31.25
5.83963E-31,-2.94058,-5.79778,-8.5179,-11.0763,-13.4731,-15.7255,-17.8597,-19.9044,-21.8855,-23.8232,-25.7294,-27.6069,-29.4483,-31.2354,-32.9389,-34.5176,-35.9177,-37.0722,-37.9005,-38.3075,-38.1843,-37.4089,-35.8491,-33.3672,-29.8276,-25.1089,-19.1196,-11.8198,-3.24614,6.46305,17.048,28.125
5.88455E-32,-2.80897,-5.53629,-8.1297,-10.5656,-12.8447,-14.9842,-17.0101,-18.9509,-20.8323,-22.6743,-24.4896,-26.2815,-28.0442,-29.7615,-31.4064,-32.9411,-34.3156,-35.4673,-36.3203,-36.7849,-36.7578,-36.1228,-34.7535,-32.517,-29.2821,-24.9298,-19.3691,-12.5579,-4.52686,4.59473,14.5598,25
5.37812E-33,-2.63482,-5.19047,-7.6168,-9.89155,-12.0159,-14.0071,-15.8906,-17.6941,-19.4425,-21.1558,-22.8464,-24.5186,-26.1677,-27.7796,-29.3304,-30.7857,-32.0999,-33.2159,-34.0637,-34.5605,-34.6104,-34.1051,-32.9258,-30.9476,-28.0456,-24.1055,-19.0384,-12.8003,-5.41568,2.99809,12.2108,21.875
4.45795E-34,-2.41354,-4.75154,-6.96676,-9.03879,-10.9694,-12.7755,-14.4814,-16.1135,-17.6956,-19.2467,-20.779,-22.2972,-23.7977,-25.2687,-26.6894,-28.0292,-29.248,-30.2945,-31.1062,-31.6086,-31.7149,-31.3268,-30.336,-28.6274,-26.0855,-22.6033,-18.0959,-12.5185,-5.88846,1.69068,10.0101,18.75
3.35142E-35,-2.14071,-4.21109,-6.16801,-7.99346,-9.68987,-11.2732,-12.7662,-14.1932,-15.576,-16.9322,-18.2731,-19.6036,-20.9212,-22.2163,-23.471,-24.6597,-25.7476,-26.6907,-27.4347,-27.9149,-28.0556,-27.7705,-26.964,-25.5342,-23.3777,-20.3975,-16.5152,-11.6869,-5.92303,0.689128,7.96682,15.625
2.28513E-36,-1.81291,-3.56284,-5.21229,-6.74628,-8.16778,-9.49135,-10.7372,-11.9265,-13.0787,-14.2088,-15.327,-16.4379,-17.5399,-18.6254,-19.6801,-20.683,-21.6057,-22.4119,-23.0568,-23.4867,-23.6387,-23.4406,-22.8122,-21.6673,-19.9178,-17.4803,-14.2856,-10.2929,-5.50658,0.00399556,6.08693,12.5
1.41312E-37,-1.42898,-2.80511,-4.09829,-5.29721,-6.40507,-7.4342,-8.40122,-9.32343,-10.2164,-11.0924,-11.9596,-12.8221,-13.6789,-14.5243,-15.3476,-16.1329,-16.8584,-17.4964,-18.0124,-18.3649,-18.5052,-18.3773,-17.9186,-17.0615,-15.7363,-13.8764,-11.4255,-8.34863,-4.6456,-0.367178,4.36996,9.375
7.92573E-39,-0.991753,-1.9442,-2.8365,-3.66137,-4.42167,-5.12654,-5.78791,-6.41809,-7.02804,-7.62646,-8.2192,-8.80908,-9.39569,-9.97532,-10.5408,-11.0814,-11.5825,-12.0251,-12.386,-12.637,-12.7447,-12.6709,-12.3726,-11.8031,-10.9142,-9.65926,-7.99824,-5.90525,-3.37788,-0.448516,2.80453,6.25
4.03168E-40,-0.50999,-0.998191,-1.45435,-1.8751,-2.26223,-2.62064,-2.95662,-3.27656,-3.58617,-3.88994,-4.19092,-4.4906,-4.78882,-5.08375,-5.3718,-5.64758,-5.9037,-6.13064,-6.31661,-6.44732,-6.50592,-6.47293,-6.32649,-6.04279,-5.59707,-4.96528,-4.1266,-3.06717,-1.78485,-0.295074,1.36345,3.125
1.86008E-41,4.03168E-40,7.92573E-39,1.41312E-37,2.28513E-36,3.35142E-35,4.45795E-34,5.37812E-33,5.88455E-32,5.83963E-31,5.25589E-30,4.29037E-29,3.17638E-28,2.13284E-27,1.29889E-26,7.17421E-26,3.59389E-25,1.63284E-24,6.7284E-24,2.5146E-23,8.5234E-23,2.62027E-22,7.30579E-22,1.84747E-21,4.23717E-21,8.81378E-21,1.66279E-20,2.84512E-20,4.41523E-20,6.21432E-20,7.93273E-20,9.18417E-20,9.64375E-20
