9.64375E-20,1.6129,3.22581,4.83871,6.45161,8.06452,9.67742,11.2903,12.9032,14.5161,16.129,17.7419,19.3548,20.9677,22.5806,24.1935,25.8065,27.4194,29.0323,30.6452,32.2581,33.871,35.4839,37.0968,38.7097,40.3226,41.9355,43.5484,45.1614,46.7745,48.3879,50.0019,51.617,53.2347,54.8573,56.4897,58.1404,59.8248,61.569,63.4169,65.4384,67.7425,70.4922,73.9224,78.3586,84.2329,92.0925,102.595,116.483,134.532,157.472,185.878,220.038,259.826,304.584,353.054,403.367,453.133,499.605,539.925,571.425,591.926,600
9.51912E-20,2.03522,4.07012,6.10382,8.13533,10.1635,12.1871,14.2048,16.2151,18.2166,20.2078,22.1873,24.1538,26.1061,28.043,29.9634,31.8665,33.7517,35.6183,37.4661,39.2947,41.1042,42.8949,44.6671,46.4215,48.1591,49.881,51.589,53.2851,54.9718,56.6525,58.3315,60.0143,61.7085,63.4245,65.1765,66.9851,68.8797,70.9031,73.1166,75.608,78.5007,81.9646,86.2278,91.5869,98.4143,107.158,118.332,132.489,150.175,171.873,197.919,228.419,263.164,301.569,342.646,385.035,427.1,467.121,503.575,535.593,563.757,591.926
9.15482E-20,2.45741,4.91396,7.36798,9.8175,12.2603,14.6938,17.1155,19.5223,21.9115,24.2801,26.6253,28.9445,31.2352,33.4951,35.7221,37.9146,40.0711,42.1906,44.2722,46.3157,48.321,50.2884,52.2189,54.1138,55.9748,57.8045,59.6059,61.383,63.1408,64.8855,66.6249,68.3692,70.1312,71.9276,73.7806,75.7196,77.7841,80.0274,82.5214,85.3619,88.6761,92.6292,97.4317,103.344,110.68,119.799,131.095,144.975,161.821,181.942,205.526,232.575,262.864,295.905,330.953,367.05,403.136,438.224,471.678,503.627,535.591,571.425
8.57837E-20,2.87879,5.75604,8.62926,11.4955,14.3515,17.1935,20.0174,22.8191,25.5941,28.3383,31.0473,33.7173,36.3445,38.9255,41.4572,43.9372,46.3633,48.7338,51.0476,53.3041,55.5033,57.6457,59.7326,61.7657,63.7479,65.6825,67.5742,69.4285,71.2526,73.0552,74.8474,76.6428,78.4587,80.3167,82.2448,84.2786,86.4639,88.8601,91.5434,94.6113,98.1872,102.425,107.512,113.672,121.162,130.267,141.286,154.515,170.214,188.58,209.702,233.532,259.856,288.281,318.256,349.122,380.211,410.998,441.32,471.671,503.569,539.925
7.83181E-20,3.29854,6.59475,9.88529,13.1663,16.4332,19.6812,22.9048,26.0986,29.2568,32.3736,35.4436,38.4615,41.4223,44.3216,47.1553,49.92,52.6129,55.2317,57.775,60.2419,62.6323,64.947,67.1872,69.3556,71.4554,73.4911,75.4684,77.3945,79.2783,81.1307,82.9651,84.7982,86.6503,88.5471,90.5199,92.6083,94.8615,97.3411,100.123,103.303,106.995,111.338,116.496,122.655,130.024,138.825,149.282,161.607,175.975,192.502,211.218,232.051,254.806,279.17,304.733,331.035,357.648,384.29,410.977,438.199,467.105,499.605
6.9666E-20,3.71568,7.42817,11.1332,14.8259,18.5006,22.1512,25.771,29.3533,32.8908,36.3765,39.8036,43.1655,46.4561,49.6698,52.8017,55.8474,58.8035,61.6671,64.4364,67.1101,69.6882,72.1714,74.5613,76.8608,79.0738,81.2056,83.2629,85.254,87.1894,89.0815,90.9457,92.8008,94.6695,96.5795,98.5645,100.666,102.934,105.429,108.226,111.412,115.093,119.39,124.442,130.404,137.442,145.727,155.424,166.682,179.614,194.281,210.677,228.715,248.221,268.938,290.55,312.715,335.131,357.605,380.152,403.083,427.07,453.133
6.03785E-20,4.12911,8.25409,12.3697,16.4699,20.5481,24.5969,28.6084,32.5744,36.4865,40.3362,44.1155,47.8165,51.4321,54.9554,58.3808,61.7029,64.9176,68.0216,71.0124,73.8886,76.65,79.2972,81.8321,84.2579,86.5788,88.8009,90.9314,92.9799,94.9575,96.8783,98.7588,100.619,102.483,104.38,106.345,108.418,110.65,113.098,115.832,118.933,122.494,126.619,131.425,137.039,143.59,151.209,160.015,170.108,181.556,194.384,208.559,223.986,240.507,257.901,275.904,294.236,312.639,330.922,349.006,366.957,384.984,403.367
5.09853E-20,4.53759,9.07003,13.5911,18.0936,22.5699,27.0113,31.4087,35.7526,40.0333,44.2411,48.3666,52.4009,56.3355,60.1628,63.8759,67.4689,70.9369,74.2759,77.483,80.5566,83.4961,86.3022,88.9767,91.5231,93.9459,96.2516,98.448,100.545,102.555,104.493,106.375,108.224,110.063,111.921,113.833,115.84,117.989,120.334,122.939,125.876,129.226,133.079,137.531,142.684,148.637,155.487,163.319,172.197,182.155,193.19,205.253,218.244,232.01,246.35,261.028,275.785,290.362,304.522,318.061,330.805,342.567,353.054
4.19479E-20,4.93977,9.87336,14.7934,19.6918,24.5594,29.3867,34.1631,38.8779,43.5202,48.079,52.5437,56.9043,61.1511,65.2756,69.27,73.1274,76.8423,80.4102,83.8277,87.0927,90.2044,93.1634,95.9716,98.6323,101.15,103.533,105.787,107.924,109.956,111.899,113.769,115.589,117.382,119.177,121.008,122.913,124.937,127.13,129.549,132.258,135.327,138.83,142.846,147.455,152.734,158.753,165.568,173.215,181.706,191.017,201.085,211.805,223.028,234.562,246.177,257.616,268.6,278.83,287.984,295.687,301.453,304.584
3.36262E-20,5.33429,10.6613,15.9726,21.2589,26.51,31.715,36.8623,41.9398,46.9355,51.8372,56.6331,61.312,65.8632,70.2772,74.5453,78.6599,82.6146,86.4044,90.0255,93.4753,96.7528,99.8582,102.793,105.562,108.168,110.619,112.923,115.091,117.135,119.071,120.915,122.69,124.418,126.128,127.852,129.625,131.489,133.489,135.676,138.105,140.836,143.931,147.453,151.465,156.023,161.176,166.96,173.39,180.458,188.127,196.325,204.941,213.826,222.791,231.607,240.009,247.693,254.306,259.434,262.559,263.004,259.826
2.62631E-20,5.71971,11.431,17.1244,22.7894,28.4146,33.9881,39.4969,44.9279,50.2677,55.503,60.6209,65.609,70.4559,75.1507,79.6841,84.0477,88.2344,92.2385,96.0557,99.683,103.119,106.364,109.419,112.288,114.975,117.487,119.833,122.022,124.068,125.986,127.792,129.507,131.153,132.758,134.352,135.967,137.64,139.414,141.333,143.443,145.796,148.442,151.432,154.813,158.626,162.904,167.665,172.911,178.619,184.741,191.199,197.878,204.63,211.265,217.555,223.226,227.956,231.358,232.96,232.168,228.207,220.038
1.99856E-20,6.09463,12.1797,18.2446,24.2777,30.2666,36.1979,42.0576,47.8315,53.5049,59.0635,64.4933,69.7807,74.9133,79.8796,84.6691,89.2727,93.6827,97.8927,101.898,105.695,109.282,112.659,115.826,118.788,121.548,124.114,126.493,128.695,130.734,132.622,134.378,136.02,137.57,139.053,140.497,141.933,143.393,144.915,146.538,148.301,150.248,152.419,154.854,157.589,160.652,164.064,167.829,171.939,176.361,181.04,185.894,190.807,195.63,200.177,204.222,207.488,209.647,210.3,208.956,205,197.647,185.878
1.48181E-20,6.45766,12.9047,19.3292,25.7185,32.0591,38.3364,44.5353,50.6404,56.6359,62.5064,68.2368,73.8126,79.2204,84.4476,89.4832,94.3171,98.941,103.348,107.532,111.491,115.22,118.721,121.994,125.041,127.867,130.478,132.882,135.089,137.111,138.961,140.655,142.213,143.654,145.002,146.281,147.52,148.75,150.001,151.309,152.707,154.23,155.913,157.785,159.872,162.195,164.763,167.573,170.606,173.825,177.172,180.56,183.877,186.977,189.679,191.761,192.956,192.941,191.327,187.636,181.283,171.534,157.472
1.07045E-20,6.80747,13.6032,20.3742,27.1066,33.7857,40.396,46.9212,53.3446,59.6496,65.8196,71.8385,77.6908,83.3621,88.8392,94.11,99.1639,103.992,108.586,112.94,117.051,120.915,124.531,127.901,131.025,133.909,136.558,138.98,141.184,143.18,144.984,146.609,148.072,149.394,150.594,151.697,152.728,153.714,154.683,155.664,156.686,157.779,158.969,160.28,161.732,163.335,165.092,166.995,169.02,171.127,173.254,175.317,177.208,178.785,179.878,180.275,179.726,177.927,174.514,169.052,161.012,149.761,134.532
7.53431E-21,7.1428,14.2727,21.3757,28.4369,35.4403,42.3694,49.2068,55.9348,62.5356,68.9918,75.286,81.4022,87.3248,93.0397,98.5342,103.797,108.818,113.589,118.104,122.358,126.347,130.071,133.529,136.723,139.657,142.337,144.769,146.962,148.927,150.676,152.223,153.584,154.778,155.824,156.743,157.557,158.291,158.97,159.619,160.263,160.925,161.628,162.39,163.224,164.137,165.126,166.178,167.268,168.354,169.375,170.252,170.88,171.129,170.84,169.818,167.834,164.614,159.833,153.112,144.005,131.992,116.483
5.16681E-21,7.46247,14.911,22.3304,29.7048,37.0172,44.2498,51.3843,58.4021,65.2842,72.0122,78.568,84.9344,91.0952,97.0353,102.741,108.201,113.404,118.342,123.007,127.394,131.5,135.322,138.861,142.117,145.094,147.797,150.232,152.408,154.334,156.022,157.486,158.739,159.8,160.685,161.414,162.007,162.486,162.873,163.19,163.458,163.697,163.925,164.156,164.398,164.656,164.923,165.186,165.417,165.575,165.603,165.426,164.949,164.053,162.592,160.396,157.258,152.942,147.17,139.625,129.95,117.748,102.595
3.45226E-21,7.7654,15.5158,23.235,30.9061,38.5109,46.0309,53.4466,60.7384,67.8864,74.8712,81.6738,88.2762,94.6613,100.813,106.718,112.363,117.736,122.83,127.634,132.145,136.358,140.27,143.88,147.191,150.203,152.923,155.355,157.507,159.389,161.012,162.387,163.528,164.451,165.172,165.709,166.08,166.305,166.402,166.391,166.291,166.119,165.888,165.611,165.293,164.936,164.532,164.068,163.515,162.837,161.98,160.877,159.442,157.569,155.131,151.978,147.935,142.802,136.35,128.329,118.467,106.48,92.0925
2.24744E-21,8.05059,16.0852,24.0866,32.0368,39.9168,47.707,55.387,62.9362,70.3338,77.5596,84.5936,91.4171,98.0121,104.362,110.452,116.269,121.801,127.038,131.972,136.596,140.906,144.899,148.573,151.93,154.971,157.701,160.124,162.248,164.081,165.633,166.916,167.942,168.726,169.282,169.627,169.778,169.751,169.564,169.234,168.778,168.21,167.542,166.784,165.94,165.01,163.988,162.859,161.598,160.172,158.533,156.623,154.364,151.668,148.424,144.506,139.768,134.049,127.168,118.934,109.152,97.6375,84.2329
1.42552E-21,8.31714,16.6173,24.8824,33.0934,41.2305,49.273,57.1996,64.9889,72.6192,80.0694,87.3188,94.3477,101.138,107.671,113.933,119.909,125.587,130.956,136.008,140.735,145.132,149.197,152.927,156.323,159.386,162.119,164.528,166.618,168.399,169.878,171.066,171.976,172.62,173.013,173.168,173.101,172.829,172.367,171.729,170.932,169.987,168.906,167.696,166.363,164.905,163.316,161.584,159.688,157.598,155.273,152.663,149.705,146.32,142.419,137.899,132.643,126.521,119.4,111.14,101.612,90.7071,78.3586
8.80968E-22,8.56426,17.1107,25.6201,34.0729,42.448,50.7241,58.879,66.8904,74.7358,82.3933,89.8414,97.0598,104.029,110.732,117.151,123.273,129.084,134.573,139.731,144.55,149.026,153.153,156.931,160.358,163.436,166.167,168.557,170.61,172.334,173.738,174.831,175.624,176.13,176.36,176.33,176.053,175.543,174.816,173.885,172.763,171.463,169.994,168.365,166.579,164.637,162.534,160.259,157.797,155.121,152.199,148.989,145.438,141.484,137.055,132.068,126.432,120.052,112.828,104.666,95.4881,85.2416,73.9224
5.30456E-22,8.79124,17.5638,26.2977,34.9723,43.566,52.0563,60.4206,68.6354,76.6778,84.5249,92.1547,99.546,106.679,113.535,120.097,126.351,132.281,137.878,143.131,148.032,152.576,156.757,160.574,164.026,167.112,169.837,172.202,174.214,175.88,177.207,178.204,178.882,179.251,179.324,179.114,178.634,177.897,176.917,175.708,174.281,172.648,170.819,168.802,166.601,164.219,161.651,158.892,155.927,152.738,149.299,145.577,141.53,137.109,132.259,126.916,121.012,114.478,107.246,99.2569,90.4688,80.8694,70.4922
3.11201E-22,8.99747,17.9754,26.9132,35.7893,44.5813,53.2662,61.8202,70.2194,78.4401,86.4587,94.2525,101.8,109.08,116.074,122.764,129.135,135.173,140.865,146.201,151.173,155.775,160.001,163.85,167.318,170.407,173.119,175.457,177.425,179.031,180.28,181.182,181.746,181.983,181.903,181.52,180.846,179.893,178.675,177.203,175.491,173.549,171.388,169.015,166.437,163.656,160.673,157.482,154.076,150.441,146.557,142.401,137.94,133.14,127.957,122.347,116.26,109.649,102.471,94.6911,86.2949,77.2945,67.7425
1.77883E-22,9.18242,18.3446,27.4652,36.5218,45.4915,54.3505,63.0743,71.6384,80.0183,88.1899,96.1298,103.816,111.226,118.342,125.145,131.62,137.75,143.525,148.933,153.965,158.615,162.878,166.749,170.228,173.314,176.009,178.315,180.237,181.781,182.952,183.76,184.213,184.322,184.096,183.548,182.69,181.533,180.091,178.375,176.399,174.172,171.707,169.01,166.09,162.952,159.598,156.027,152.235,148.214,143.95,139.428,134.627,129.519,124.078,118.27,112.065,105.43,98.3412,90.7834,82.7577,74.2897,65.4384
9.90671E-23,9.34565,18.6704,27.9522,37.1681,46.2944,55.3067,64.1799,72.8889,81.4086,89.7143,97.782,105.589,113.113,120.335,127.236,133.799,140.009,145.853,151.321,156.403,161.091,165.381,169.268,172.75,175.828,178.501,180.772,182.645,184.126,185.221,185.937,186.283,186.268,185.903,185.198,184.167,182.819,181.169,179.227,177.007,174.52,171.777,168.788,165.562,162.106,158.424,154.52,150.392,146.039,141.454,136.627,131.545,126.193,120.552,114.602,108.325,101.702,94.7223,87.3823,79.6933,71.6858,63.4169
5.3756E-23,9.48676,18.952,28.3731,37.7266,46.9881,56.1326,65.1345,73.9682,82.6079,91.0285,99.2056,107.116,114.737,122.048,129.031,135.668,141.943,147.845,153.361,158.481,163.198,167.506,171.401,174.88,177.943,180.59,182.824,184.647,186.065,187.083,187.71,187.952,187.82,187.322,186.471,185.277,183.753,181.91,179.761,177.318,174.594,171.601,168.35,164.851,161.113,157.144,152.949,148.533,143.898,139.041,133.961,128.652,123.106,117.314,111.266,104.952,98.3648,91.5016,84.3668,76.9761,69.3602,61.569
2.84201E-23,9.60546,19.1889,28.7271,38.1961,47.5711,56.8264,65.9361,74.8739,83.6137,92.1299,100.397,108.393,116.093,123.477,130.526,137.222,143.55,149.496,155.048,160.195,164.931,169.249,173.144,176.614,179.657,182.275,184.467,186.239,187.594,188.537,189.077,189.221,188.977,188.355,187.366,186.022,184.334,182.315,179.976,177.332,174.396,171.179,167.694,163.954,159.969,155.75,151.305,146.643,141.768,136.686,131.399,125.908,120.211,114.308,108.195,101.87,95.3332,88.5875,81.6414,74.5117,67.2258,59.8248
1.46395E-23,9.7015,19.3805,29.0134,38.5757,48.0421,57.3867,66.583,75.6042,84.4239,93.0161,101.355,109.417,117.179,124.62,131.72,138.46,144.826,150.803,156.379,161.544,166.289,170.607,174.495,177.949,180.968,183.551,185.701,187.42,188.712,189.582,190.039,190.088,189.739,189.001,187.885,186.402,184.565,182.385,179.876,177.05,173.923,170.508,166.818,162.866,158.667,154.233,149.575,144.704,139.631,134.363,128.909,123.274,117.464,111.481,105.33,99.0138,92.5371,85.9064,79.132,72.2296,65.2219,58.1404
7.34735E-24,9.77467,19.5265,29.2314,38.8646,48.4004,57.8124,67.0738,76.1577,85.037,93.6853,102.077,110.188,117.994,125.475,132.609,139.379,145.769,151.764,157.353,162.523,167.267,171.579,175.452,178.884,181.873,184.419,186.524,188.188,189.418,190.218,190.594,190.554,190.106,189.26,188.027,186.418,184.445,182.12,179.458,176.472,173.176,169.586,165.717,161.583,157.2,152.583,147.745,142.701,137.464,132.047,126.461,120.716,114.823,108.788,102.621,96.3289,89.9188,83.3995,76.7814,70.0779,63.3065,56.4897
3.59283E-24,9.82485,19.6265,29.3807,39.0622,48.645,58.1026,67.4078,76.5332,85.4517,94.1365,102.562,110.703,118.536,126.039,133.193,139.978,146.378,152.378,157.967,163.132,167.867,172.162,176.014,179.418,182.373,184.878,186.934,188.545,189.712,190.443,190.743,190.619,190.079,189.134,187.794,186.07,183.975,181.521,178.723,175.596,172.153,168.412,164.389,160.099,155.561,150.79,145.804,140.619,135.251,129.716,124.029,118.204,112.254,106.191,100.026,93.7698,87.4314,81.0201,74.5456,68.0184,61.4508,54.8573
1.71176E-24,9.85193,19.6804,29.461,39.1681,48.7757,58.2569,67.5842,76.7301,85.6673,94.3687,102.808,110.961,118.803,126.313,133.469,140.254,146.65,152.644,158.221,163.371,168.085,172.356,176.179,179.549,182.465,184.926,186.933,188.488,189.595,190.259,190.486,190.283,189.659,188.623,187.186,185.359,183.156,180.588,177.672,174.421,170.852,166.983,162.829,158.409,153.742,148.845,143.739,138.442,132.972,127.348,121.588,115.709,109.726,103.655,97.5084,91.2988,85.0367,78.7313,72.3909,66.023,59.635,53.2347
7.94609E-25,9.85586,19.6881,29.4721,39.1823,48.7922,58.2748,67.6027,76.7481,85.6834,94.3816,102.816,110.963,118.796,126.295,133.439,140.209,146.588,152.56,158.114,163.238,167.924,172.162,175.949,179.279,182.152,184.566,186.521,188.021,189.068,189.668,189.826,189.549,188.847,187.729,186.205,184.287,181.988,179.321,176.303,172.947,169.272,165.295,161.033,156.507,151.736,146.74,141.54,136.157,130.612,124.926,119.118,113.207,107.213,101.152,95.0378,88.885,82.7042,76.504,70.2913,64.0706,57.8452,51.617
